season,baker,week,challenge,order_judged,placement,notes,sweet,week_id,order_judged_std,order_judged_prank,order_judged_quartile,order_judged_quartile_1,order_judged_quartile_2,order_judged_quartile_3,order_judged_quartile_4,order_judged_quartile_NA,placement_std,placement_prank,judged_first,judged_last,judged_middle,baker_id,bottom3,prue_years,week_out,week_out2
collection 2,ruby,6,apricot couronne,6,1,NA,1,collection 26,0.9258200997725514,0.8333333333333333,3,0,0,1,0,0,1.2995906936517247,1,0,0,0,ruby_collection 2,0,0,NA,0
collection 2,beca,7,religieuses,2,1,NA,1,collection 27,-0.8017837257372732,0.2,1,1,0,0,0,0,1.2995906936517247,1,0,0,0,beca_collection 2,0,0,9,0
collection 2,christine,7,religieuses,4,6,NA,1,collection 27,0.2672612419124244,0.6000000000000001,3,0,0,1,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,christine_collection 2,1,0,8,0
collection 2,frances,7,religieuses,3,5,NA,1,collection 27,-0.2672612419124244,0.4,2,0,1,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,frances_collection 2,1,0,NA,0
collection 2,glenn,7,religieuses,1,3,NA,1,collection 27,-1.3363062095621219,0,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,1,0,0,glenn_collection 2,0,0,7,1
collection 2,kimberley,7,religieuses,5,4,NA,1,collection 27,0.8017837257372732,0.8,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,0,kimberley_collection 2,0,0,NA,0
collection 2,ruby,7,religieuses,6,2,NA,1,collection 27,1.3363062095621219,1,4,0,0,0,1,0,0.9647640590818618,0.8679867986798679,0,1,0,ruby_collection 2,0,0,NA,0
collection 2,beca,8,hazelnut dacquoise,4,4,NA,1,collection 28,0.6324555320336759,0.75,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,1,beca_collection 2,0,0,9,0
collection 2,christine,8,hazelnut dacquoise,3,5,NA,1,collection 28,0,0.5,2,0,1,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,christine_collection 2,1,0,8,1
collection 2,frances,8,hazelnut dacquoise,2,3,NA,1,collection 28,-0.6324555320336759,0.25,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,0,0,0,frances_collection 2,0,0,NA,0
collection 2,kimberley,8,hazelnut dacquoise,5,2,NA,1,collection 28,1.2649110640673518,1,4,0,0,0,1,0,0.9647640590818618,0.8679867986798679,0,1,0,kimberley_collection 2,0,0,NA,0
collection 2,ruby,8,hazelnut dacquoise,1,1,NA,1,collection 28,-1.2649110640673518,0,1,1,0,0,0,0,1.2995906936517247,1,1,0,0,ruby_collection 2,0,0,NA,0
collection 2,beca,9,charlotte royal,3,3,NA,1,collection 29,0.3872983346207417,0.6666666666666666,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,beca_collection 2,0,0,9,1
collection 2,frances,9,charlotte royal,1,2,NA,1,collection 29,-1.161895003862225,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,frances_collection 2,0,0,NA,0
collection 2,kimberley,9,charlotte royal,2,1,NA,1,collection 29,-0.3872983346207417,0.3333333333333333,2,0,1,0,0,0,1.2995906936517247,1,0,0,0,kimberley_collection 2,0,0,NA,0
collection 2,ruby,9,charlotte royal,4,4,NA,1,collection 29,1.161895003862225,1,4,0,0,0,1,0,0.2951107899421362,0.6039603960396039,0,1,0,ruby_collection 2,1,0,NA,0
collection 2,frances,10,pretzel,2,3,NA,0,collection 210,0,0.5,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,1,frances_collection 2,1,0,NA,0
collection 2,kimberley,10,pretzel,3,2,NA,0,collection 210,1,1,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,1,0,kimberley_collection 2,0,0,NA,0
collection 2,ruby,10,pretzel,1,1,NA,0,collection 210,-1,0,1,1,0,0,0,0,1.2995906936517247,1,1,0,0,ruby_collection 2,0,0,NA,0
collection 1,chetna,1,cherry cake,5,3,NA,1,collection 11,-0.41602514716892186,0.36363636363636365,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,1,chetna_collection 1,0,0,9,0
collection 1,claire,1,cherry cake,8,8,NA,1,collection 11,0.41602514716892186,0.6363636363636365,3,0,0,1,0,0,-1.0441957483373152,0.20792079207920788,0,0,1,claire_collection 1,0,0,1,1
collection 1,diana,1,cherry cake,4,5,NA,1,collection 11,-0.6933752452815365,0.2727272727272727,2,0,1,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,diana_collection 1,0,0,4,0
collection 1,enwezor,1,cherry cake,3,9,NA,1,collection 11,-0.9707253433941511,0.18181818181818182,1,1,0,0,0,0,-1.379022382907178,0.14356435643564358,0,0,0,enwezor_collection 1,1,0,2,0
collection 1,iain,1,cherry cake,9,4,NA,1,collection 11,0.6933752452815365,0.7272727272727274,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,0,iain_collection 1,0,0,4,0
collection 1,jordan,1,cherry cake,10,12,NA,1,collection 11,0.9707253433941511,0.8181818181818183,4,0,0,0,1,0,-2.3835022866167663,0.018151815181518205,0,0,0,jordan_collection 1,1,0,3,0
collection 1,kate,1,cherry cake,2,6,NA,1,collection 11,-1.2480754415067656,0.09090909090909091,1,1,0,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,0,kate_collection 1,0,0,7,0
collection 1,luis,1,cherry cake,11,7,NA,1,collection 11,1.2480754415067656,0.9090909090909093,4,0,0,0,1,0,-0.7093691137674523,0.28712871287128716,0,0,0,luis_collection 1,0,0,NA,0
collection 1,martha,1,cherry cake,1,2,NA,1,collection 11,-1.52542553961938,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,martha_collection 1,0,0,8,0
collection 1,nancy,1,cherry cake,12,1,NA,1,collection 11,1.52542553961938,1.0000000000000002,4,0,0,0,1,0,1.2995906936517247,1,0,1,0,nancy_collection 1,0,0,NA,0
collection 1,norman,1,cherry cake,6,11,NA,1,collection 11,-0.1386750490563073,0.4545454545454546,2,0,1,0,0,0,-2.0486756520469034,0.04785478547854782,0,0,1,norman_collection 1,1,0,5,0
collection 1,richard,1,cherry cake,7,10,NA,1,collection 11,0.1386750490563073,0.5454545454545455,3,0,0,1,0,0,-1.7138490174770407,0.08910891089108908,0,0,1,richard_collection 1,1,0,NA,0
collection 1,chetna,2,florentines,7,8,NA,1,collection 12,0.30151134457776363,0.6,3,0,0,1,0,0,-1.0441957483373152,0.20792079207920788,0,0,1,chetna_collection 1,0,0,9,0
collection 1,diana,2,florentines,9,7,NA,1,collection 12,0.9045340337332909,0.7999999999999999,3,0,0,1,0,0,-0.7093691137674523,0.28712871287128716,0,0,0,diana_collection 1,0,0,4,0
collection 1,enwezor,2,florentines,5,9,NA,1,collection 12,-0.30151134457776363,0.4,2,0,1,0,0,0,-1.379022382907178,0.14356435643564358,0,0,1,enwezor_collection 1,1,0,2,1
collection 1,iain,2,florentines,8,11,NA,1,collection 12,0.6030226891555273,0.7,3,0,0,1,0,0,-2.0486756520469034,0.04785478547854782,0,0,1,iain_collection 1,1,0,4,0
collection 1,jordan,2,florentines,4,6,NA,1,collection 12,-0.6030226891555273,0.30000000000000004,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,0,jordan_collection 1,0,0,3,0
collection 1,kate,2,florentines,11,4,NA,1,collection 12,1.507556722888818,0.9999999999999999,4,0,0,0,1,0,0.2951107899421362,0.6039603960396039,0,1,0,kate_collection 1,0,0,7,0
collection 1,luis,2,florentines,6,3,NA,1,collection 12,0,0.5,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,1,luis_collection 1,0,0,NA,0
collection 1,martha,2,florentines,3,5,NA,1,collection 12,-0.9045340337332909,0.2,1,1,0,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,martha_collection 1,0,0,8,0
collection 1,nancy,2,florentines,1,2,NA,1,collection 12,-1.507556722888818,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,nancy_collection 1,0,0,NA,0
collection 1,norman,2,florentines,10,10,NA,1,collection 12,1.2060453783110545,0.8999999999999999,4,0,0,0,1,0,-1.7138490174770407,0.08910891089108908,0,0,0,norman_collection 1,1,0,5,0
collection 1,richard,2,florentines,2,1,NA,1,collection 12,-1.2060453783110545,0.1,1,1,0,0,0,0,1.2995906936517247,1,0,0,0,richard_collection 1,0,0,NA,0
collection 1,chetna,3,ciabattas,1,8,NA,0,collection 13,-1.4863010829205867,0,1,1,0,0,0,0,-1.0441957483373152,0.20792079207920788,1,0,0,chetna_collection 1,1,0,9,0
collection 1,diana,3,ciabattas,9,7,NA,0,collection 13,1.1560119533826787,0.8888888888888891,4,0,0,0,1,0,-0.7093691137674523,0.28712871287128716,0,0,0,diana_collection 1,0,0,4,0
collection 1,iain,3,ciabattas,3,9,NA,0,collection 13,-0.8257228238447705,0.2222222222222222,1,1,0,0,0,0,-1.379022382907178,0.14356435643564358,0,0,0,iain_collection 1,1,0,4,0
collection 1,jordan,3,ciabattas,8,10,NA,0,collection 13,0.8257228238447705,0.7777777777777779,3,0,0,1,0,0,-1.7138490174770407,0.08910891089108908,0,0,0,jordan_collection 1,1,0,3,1
collection 1,kate,3,ciabattas,7,1,NA,0,collection 13,0.49543369430686224,0.6666666666666667,3,0,0,1,0,0,1.2995906936517247,1,0,0,1,kate_collection 1,0,0,7,0
collection 1,luis,3,ciabattas,10,2,NA,0,collection 13,1.4863010829205867,1.0000000000000002,4,0,0,0,1,0,0.9647640590818618,0.8679867986798679,0,1,0,luis_collection 1,0,0,NA,0
collection 1,martha,3,ciabattas,2,3,NA,0,collection 13,-1.1560119533826787,0.1111111111111111,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,0,0,0,martha_collection 1,0,0,8,0
collection 1,nancy,3,ciabattas,4,5,NA,0,collection 13,-0.49543369430686224,0.3333333333333333,2,0,1,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,nancy_collection 1,0,0,NA,0
collection 1,norman,3,ciabattas,5,4,NA,0,collection 13,-0.1651445647689541,0.4444444444444444,2,0,1,0,0,0,0.2951107899421362,0.6039603960396039,0,0,1,norman_collection 1,0,0,5,0
collection 1,richard,3,ciabattas,6,6,NA,0,collection 13,0.1651445647689541,0.5555555555555556,3,0,0,1,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,richard_collection 1,0,0,NA,0
collection 1,chetna,4,tiramisu cake,5,3,NA,1,collection 14,0,0.5,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,1,chetna_collection 1,0,0,9,0
collection 1,diana,4,tiramisu cake,3,9,NA,1,collection 14,-0.7302967433402214,0.25,1,1,0,0,0,0,-1.379022382907178,0.14356435643564358,0,0,0,diana_collection 1,1,0,4,1
collection 1,iain,4,tiramisu cake,4,6,NA,1,collection 14,-0.3651483716701107,0.375,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,iain_collection 1,0,0,4,1
collection 1,kate,4,tiramisu cake,6,7,NA,1,collection 14,0.3651483716701107,0.625,3,0,0,1,0,0,-0.7093691137674523,0.28712871287128716,0,0,1,kate_collection 1,1,0,7,0
collection 1,luis,4,tiramisu cake,7,2,NA,1,collection 14,0.7302967433402214,0.75,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,0,0,luis_collection 1,0,0,NA,0
collection 1,martha,4,tiramisu cake,1,1,NA,1,collection 14,-1.4605934866804429,0,1,1,0,0,0,0,1.2995906936517247,1,1,0,0,martha_collection 1,0,0,8,0
collection 1,nancy,4,tiramisu cake,8,4,NA,1,collection 14,1.0954451150103321,0.875,4,0,0,0,1,0,0.2951107899421362,0.6039603960396039,0,0,0,nancy_collection 1,0,0,NA,0
collection 1,norman,4,tiramisu cake,9,8,NA,1,collection 14,1.4605934866804429,1,4,0,0,0,1,0,-1.0441957483373152,0.20792079207920788,0,1,0,norman_collection 1,1,0,5,0
collection 1,richard,4,tiramisu cake,2,5,NA,1,collection 14,-1.0954451150103321,0.125,1,1,0,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,richard_collection 1,0,0,NA,0
collection 1,chetna,5,mini pear pies,4,2,NA,1,collection 15,0,0.5,2,0,1,0,0,0,0.9647640590818618,0.8679867986798679,0,0,1,chetna_collection 1,0,0,9,0
collection 1,kate,5,mini pear pies,5,3,NA,1,collection 15,0.4629100498862757,0.6666666666666666,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,kate_collection 1,0,0,7,0
collection 1,luis,5,mini pear pies,3,6,NA,1,collection 15,-0.4629100498862757,0.3333333333333333,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,0,luis_collection 1,1,0,NA,0
collection 1,martha,5,mini pear pies,7,1,NA,1,collection 15,1.3887301496588271,0.9999999999999999,4,0,0,0,1,0,1.2995906936517247,1,0,1,0,martha_collection 1,0,0,8,0
collection 1,nancy,5,mini pear pies,6,4,NA,1,collection 15,0.9258200997725514,0.8333333333333333,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,0,nancy_collection 1,0,0,NA,0
collection 1,norman,5,mini pear pies,1,5,NA,1,collection 15,-1.3887301496588271,0,1,1,0,0,0,0,-0.03971584462772664,0.48679867986798675,1,0,0,norman_collection 1,0,0,5,1
collection 1,richard,5,mini pear pies,2,7,NA,1,collection 15,-0.9258200997725514,0.16666666666666666,1,1,0,0,0,0,-0.7093691137674523,0.28712871287128716,0,0,0,richard_collection 1,1,0,NA,0
collection 1,chetna,6,prinsesstarta,5,2,NA,1,collection 16,0.8017837257372732,0.8,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,0,0,chetna_collection 1,0,0,9,0
collection 1,kate,6,prinsesstarta,3,6,NA,1,collection 16,-0.2672612419124244,0.4,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,kate_collection 1,1,0,7,0
collection 1,luis,6,prinsesstarta,4,3,NA,1,collection 16,0.2672612419124244,0.6000000000000001,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,luis_collection 1,0,0,NA,0
collection 1,martha,6,prinsesstarta,2,4,NA,1,collection 16,-0.8017837257372732,0.2,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,martha_collection 1,0,0,8,0
collection 1,nancy,6,prinsesstarta,6,1,NA,1,collection 16,1.3363062095621219,1,4,0,0,0,1,0,1.2995906936517247,1,0,1,0,nancy_collection 1,0,0,NA,0
collection 1,richard,6,prinsesstarta,1,5,NA,1,collection 16,-1.3363062095621219,0,1,1,0,0,0,0,-0.03971584462772664,0.48679867986798675,1,0,0,richard_collection 1,1,0,NA,0
collection 1,chetna,7,kouign-amann,5,6,NA,1,collection 17,0.8017837257372732,0.8,3,0,0,1,0,0,-0.3745424791975895,0.3795379537953796,0,0,0,chetna_collection 1,1,0,9,0
collection 1,kate,7,kouign-amann,2,4,NA,1,collection 17,-0.8017837257372732,0.2,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,kate_collection 1,0,0,7,1
collection 1,luis,7,kouign-amann,1,5,NA,1,collection 17,-1.3363062095621219,0,1,1,0,0,0,0,-0.03971584462772664,0.48679867986798675,1,0,0,luis_collection 1,1,0,NA,0
collection 1,martha,7,kouign-amann,6,3,NA,1,collection 17,1.3363062095621219,1,4,0,0,0,1,0,0.629937424511999,0.7343234323432344,0,1,0,martha_collection 1,0,0,8,0
collection 1,nancy,7,kouign-amann,4,2,NA,1,collection 17,0.2672612419124244,0.6000000000000001,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,0,1,nancy_collection 1,0,0,NA,0
collection 1,richard,7,kouign-amann,3,1,NA,1,collection 17,-0.2672612419124244,0.4,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,richard_collection 1,0,0,NA,0
collection 1,chetna,8,povitica,3,1,NA,1,collection 18,0,0.5,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,chetna_collection 1,0,0,9,0
collection 1,luis,8,povitica,1,2,NA,1,collection 18,-1.2649110640673518,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,luis_collection 1,0,0,NA,0
collection 1,martha,8,povitica,4,5,NA,1,collection 18,0.6324555320336759,0.75,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,martha_collection 1,1,0,8,1
collection 1,nancy,8,povitica,2,3,NA,1,collection 18,-0.6324555320336759,0.25,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,0,0,0,nancy_collection 1,0,0,NA,0
collection 1,richard,8,povitica,5,4,NA,1,collection 18,1.2649110640673518,1,4,0,0,0,1,0,0.2951107899421362,0.6039603960396039,0,1,0,richard_collection 1,0,0,NA,0
collection 1,chetna,9,schichttorte,3,4,NA,1,collection 19,0.3872983346207417,0.6666666666666666,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,1,chetna_collection 1,1,0,9,1
collection 1,luis,9,schichttorte,2,1,NA,1,collection 19,-0.3872983346207417,0.3333333333333333,2,0,1,0,0,0,1.2995906936517247,1,0,0,0,luis_collection 1,0,0,NA,0
collection 1,nancy,9,schichttorte,1,3,NA,1,collection 19,-1.161895003862225,0,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,1,0,0,nancy_collection 1,0,0,NA,0
collection 1,richard,9,schichttorte,4,2,NA,1,collection 19,1.161895003862225,1,4,0,0,0,1,0,0.9647640590818618,0.8679867986798679,0,1,0,richard_collection 1,0,0,NA,0
collection 1,luis,10,"victoria sandwhich, tarte au citron, scones",1,2,NA,1,collection 110,-1,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,luis_collection 1,0,0,NA,0
collection 1,nancy,10,"victoria sandwhich, tarte au citron, scones",2,1,NA,1,collection 110,0,0.5,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,nancy_collection 1,0,0,NA,0
collection 1,richard,10,"victoria sandwhich, tarte au citron, scones",3,3,NA,1,collection 110,1,1,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,1,0,richard_collection 1,1,0,NA,0
collection 3,alvin,1,frosted walnut layer cake,8,2,NA,1,collection 31,0.41602514716892186,0.6363636363636365,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,0,1,alvin_collection 3,0,0,6,0
collection 3,dorret,1,frosted walnut layer cake,11,5,NA,1,collection 31,1.2480754415067656,0.9090909090909093,4,0,0,0,1,0,-0.03971584462772664,0.48679867986798675,0,0,0,dorret_collection 3,0,0,3,0
collection 3,flora,1,frosted walnut layer cake,1,6,NA,1,collection 31,-1.52542553961938,0,1,1,0,0,0,0,-0.3745424791975895,0.3795379537953796,1,0,0,flora_collection 3,0,0,9,0
collection 3,ian,1,frosted walnut layer cake,10,8,NA,1,collection 31,0.9707253433941511,0.8181818181818183,4,0,0,0,1,0,-1.0441957483373152,0.20792079207920788,0,0,0,ian_collection 3,0,0,NA,0
collection 3,marie,1,frosted walnut layer cake,6,3,NA,1,collection 31,-0.1386750490563073,0.4545454545454546,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,1,marie_collection 3,0,0,2,0
collection 3,mat,1,frosted walnut layer cake,2,7,NA,1,collection 31,-1.2480754415067656,0.09090909090909091,1,1,0,0,0,0,-0.7093691137674523,0.28712871287128716,0,0,0,mat_collection 3,0,0,7,0
collection 3,nadiya,1,frosted walnut layer cake,9,12,NA,1,collection 31,0.6933752452815365,0.7272727272727274,3,0,0,1,0,0,-2.3835022866167663,0.018151815181518205,0,0,0,nadiya_collection 3,1,0,NA,0
collection 3,paul,1,frosted walnut layer cake,12,10,NA,1,collection 31,1.52542553961938,1.0000000000000002,4,0,0,0,1,0,-1.7138490174770407,0.08910891089108908,0,1,0,paul_collection 3,1,0,8,0
collection 3,sandy,1,frosted walnut layer cake,4,9,NA,1,collection 31,-0.6933752452815365,0.2727272727272727,2,0,1,0,0,0,-1.379022382907178,0.14356435643564358,0,0,0,sandy_collection 3,1,0,4,0
collection 3,stu,1,frosted walnut layer cake,5,11,NA,1,collection 31,-0.41602514716892186,0.36363636363636365,2,0,1,0,0,0,-2.0486756520469034,0.04785478547854782,0,0,1,stu_collection 3,1,0,1,1
collection 3,tamal,1,frosted walnut layer cake,3,4,NA,1,collection 31,-0.9707253433941511,0.18181818181818182,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,tamal_collection 3,0,0,NA,0
collection 3,ugne,1,frosted walnut layer cake,7,1,NA,1,collection 31,0.1386750490563073,0.5454545454545455,3,0,0,1,0,0,1.2995906936517247,1,0,0,1,ugne_collection 3,0,0,5,0
collection 3,alvin,2,arlettes,5,6,NA,1,collection 32,-0.30151134457776363,0.4,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,alvin_collection 3,0,0,6,0
collection 3,dorret,2,arlettes,1,1,NA,1,collection 32,-1.507556722888818,0,1,1,0,0,0,0,1.2995906936517247,1,1,0,0,dorret_collection 3,0,0,3,0
collection 3,flora,2,arlettes,6,2,NA,1,collection 32,0,0.5,2,0,1,0,0,0,0.9647640590818618,0.8679867986798679,0,0,1,flora_collection 3,0,0,9,0
collection 3,ian,2,arlettes,3,3,NA,1,collection 32,-0.9045340337332909,0.2,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,0,0,0,ian_collection 3,0,0,NA,0
collection 3,marie,2,arlettes,4,11,NA,1,collection 32,-0.6030226891555273,0.30000000000000004,2,0,1,0,0,0,-2.0486756520469034,0.04785478547854782,0,0,0,marie_collection 3,1,0,2,1
collection 3,mat,2,arlettes,7,5,NA,1,collection 32,0.30151134457776363,0.6,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,mat_collection 3,0,0,7,0
collection 3,nadiya,2,arlettes,11,9,NA,1,collection 32,1.507556722888818,0.9999999999999999,4,0,0,0,1,0,-1.379022382907178,0.14356435643564358,0,1,0,nadiya_collection 3,1,0,NA,0
collection 3,paul,2,arlettes,9,10,NA,1,collection 32,0.9045340337332909,0.7999999999999999,3,0,0,1,0,0,-1.7138490174770407,0.08910891089108908,0,0,0,paul_collection 3,1,0,8,0
collection 3,sandy,2,arlettes,2,4,NA,1,collection 32,-1.2060453783110545,0.1,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,sandy_collection 3,0,0,4,0
collection 3,tamal,2,arlettes,10,8,NA,1,collection 32,1.2060453783110545,0.8999999999999999,4,0,0,0,1,0,-1.0441957483373152,0.20792079207920788,0,0,0,tamal_collection 3,0,0,NA,0
collection 3,ugne,2,arlettes,8,7,NA,1,collection 32,0.6030226891555273,0.7,3,0,0,1,0,0,-0.7093691137674523,0.28712871287128716,0,0,1,ugne_collection 3,0,0,5,0
collection 3,alvin,3,baguettes,3,4,NA,0,collection 33,-0.8257228238447705,0.2222222222222222,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,alvin_collection 3,0,0,6,0
collection 3,dorret,3,baguettes,4,6,NA,0,collection 33,-0.49543369430686224,0.3333333333333333,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,0,dorret_collection 3,0,0,3,1
collection 3,flora,3,baguettes,2,2,NA,0,collection 33,-1.1560119533826787,0.1111111111111111,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,0,0,0,flora_collection 3,0,0,9,0
collection 3,ian,3,baguettes,1,1,NA,0,collection 33,-1.4863010829205867,0,1,1,0,0,0,0,1.2995906936517247,1,1,0,0,ian_collection 3,0,0,NA,0
collection 3,mat,3,baguettes,5,8,NA,0,collection 33,-0.1651445647689541,0.4444444444444444,2,0,1,0,0,0,-1.0441957483373152,0.20792079207920788,0,0,1,mat_collection 3,1,0,7,0
collection 3,nadiya,3,baguettes,8,9,NA,0,collection 33,0.8257228238447705,0.7777777777777779,3,0,0,1,0,0,-1.379022382907178,0.14356435643564358,0,0,0,nadiya_collection 3,1,0,NA,0
collection 3,paul,3,baguettes,10,10,NA,0,collection 33,1.4863010829205867,1.0000000000000002,4,0,0,0,1,0,-1.7138490174770407,0.08910891089108908,0,1,0,paul_collection 3,1,0,8,0
collection 3,sandy,3,baguettes,9,7,NA,0,collection 33,1.1560119533826787,0.8888888888888891,4,0,0,0,1,0,-0.7093691137674523,0.28712871287128716,0,0,0,sandy_collection 3,0,0,4,0
collection 3,tamal,3,baguettes,6,3,NA,0,collection 33,0.1651445647689541,0.5555555555555556,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,tamal_collection 3,0,0,NA,0
collection 3,ugne,3,baguettes,7,5,NA,0,collection 33,0.49543369430686224,0.6666666666666667,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,ugne_collection 3,0,0,5,0
collection 3,alvin,4,spanische windtorte,5,9,NA,1,collection 34,0,0.5,2,0,1,0,0,0,-1.379022382907178,0.14356435643564358,0,0,1,alvin_collection 3,1,0,6,0
collection 3,flora,4,spanische windtorte,6,3,NA,1,collection 34,0.3651483716701107,0.625,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,flora_collection 3,0,0,9,0
collection 3,ian,4,spanische windtorte,9,4,NA,1,collection 34,1.4605934866804429,1,4,0,0,0,1,0,0.2951107899421362,0.6039603960396039,0,1,0,ian_collection 3,0,0,NA,0
collection 3,mat,4,spanische windtorte,2,7,NA,1,collection 34,-1.0954451150103321,0.125,1,1,0,0,0,0,-0.7093691137674523,0.28712871287128716,0,0,0,mat_collection 3,1,0,7,0
collection 3,nadiya,4,spanische windtorte,8,8,NA,1,collection 34,1.0954451150103321,0.875,4,0,0,0,1,0,-1.0441957483373152,0.20792079207920788,0,0,0,nadiya_collection 3,1,0,NA,0
collection 3,paul,4,spanische windtorte,3,1,NA,1,collection 34,-0.7302967433402214,0.25,1,1,0,0,0,0,1.2995906936517247,1,0,0,0,paul_collection 3,0,0,8,0
collection 3,sandy,4,spanische windtorte,1,6,NA,1,collection 34,-1.4605934866804429,0,1,1,0,0,0,0,-0.3745424791975895,0.3795379537953796,1,0,0,sandy_collection 3,0,0,4,1
collection 3,tamal,4,spanische windtorte,7,5,NA,1,collection 34,0.7302967433402214,0.75,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,tamal_collection 3,0,0,NA,0
collection 3,ugne,4,spanische windtorte,4,2,NA,1,collection 34,-0.3651483716701107,0.375,2,0,1,0,0,0,0.9647640590818618,0.8679867986798679,0,0,1,ugne_collection 3,0,0,5,0
collection 3,alvin,5,pita bread,8,8,NA,0,collection 35,1.4288690166235207,0.9999999999999998,4,0,0,0,1,0,-1.0441957483373152,0.20792079207920788,0,1,0,alvin_collection 3,1,0,6,0
collection 3,flora,5,pita bread,1,3,NA,0,collection 35,-1.4288690166235207,0,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,1,0,0,flora_collection 3,0,0,9,0
collection 3,ian,5,pita bread,2,5,NA,0,collection 35,-1.0206207261596576,0.14285714285714285,1,1,0,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,ian_collection 3,0,0,NA,0
collection 3,mat,5,pita bread,4,4,NA,0,collection 35,-0.20412414523193154,0.42857142857142855,2,0,1,0,0,0,0.2951107899421362,0.6039603960396039,0,0,1,mat_collection 3,0,0,7,0
collection 3,nadiya,5,pita bread,7,1,NA,0,collection 35,1.0206207261596576,0.857142857142857,4,0,0,0,1,0,1.2995906936517247,1,0,0,0,nadiya_collection 3,0,0,NA,0
collection 3,paul,5,pita bread,6,2,NA,0,collection 35,0.6123724356957946,0.7142857142857142,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,0,1,paul_collection 3,0,0,8,0
